"cruise","seamap","storm","lat","lon","depth","salinity","temp","pressure","density","strat","fluoro","depth.fluoro"
"0505","B217","Rita",27.986,-94.4988,4,34.6286666666667,26.4113333333333,4.02870288427531,1022.64183776487,0.589658625770312,NA,NA
"0505","B218","Rita",28.4643,-94.5022,3.5,34.4695,26.41075,3.52511257766358,1022.51988378935,0.267709337407723,NA,NA
"0505","B219","Rita",28.9932,-94.5263,3,30.6398,26.0236,3.02152377633425,1019.7535382926,0.0587232098670256,NA,NA
"0505","B221","Rita",28.9958,-95.0052,4,29.6846666666667,25.5553333333333,4.02870288427531,1019.18130440702,0.0459588724213518,NA,NA
"0505","B222","Rita",28.4582,-95.0097,5,32.989,27.245,5.03588801343141,1021.14769095248,0.0846389652850803,NA,NA
"0505","B223","Rita",27.9987,-95.0145,3.5,35.22125,27.18125,3.52511257766358,1022.84149595647,0.914526464263417,NA,NA
