"","X","SEAMAP","DEPTH","FLUORO","SALINITY","TEMP","CRUISE","depth","pressure","density","ID","strat","storm"
"183",3376,"B217",2,0.252,36.488,29.747,"0604",39,2.01434165782838,1022.93743182365,"Q24",1.47865213225441,"None"
"184",3377,"B217",3,0.236,36.489,29.747,"0604",39,3.02151926043428,1022.94247789116,"Q24",1.47865213225441,"None"
"185",3378,"B217",4,0.243,36.489,29.746,"0604",39,4.02870137896025,1022.94711464541,"Q24",1.47865213225441,"None"
"186",3379,"B217",5,0.25,36.489,29.745,"0604",39,5.03588801343141,1022.95175133875,"Q24",1.47865213225441,"None"
"187",3414,"B218",2,0.826,36.03,30.053,"0604",21,2.01434165782838,1022.4890369119,"Q25",0.447161033067573,"None"
"188",3415,"B218",3,0.964,36.035,30.056,"0604",21,3.02151926043428,1022.49605356938,"Q25",0.447161033067573,"None"
"189",3416,"B218",4,0.886,36.032,30.053,"0604",21,4.02870137896025,1022.49912799704,"Q25",0.447161033067573,"None"
"190",3417,"B218",5,0.937,36.031,30.055,"0604",21,5.03588801343141,1022.50198703775,"Q25",0.447161033067573,"None"
"191",3434,"B219",2,1.877,34.771,30.349,"0604",11,2.01434165782838,1021.44356586338,"Q26",0.236367468965682,"None"
"192",3435,"B219",3,1.918,34.774,30.354,"0604",11,3.02151926043428,1021.44839401107,"Q26",0.236367468965682,"None"
"193",3436,"B219",4,1.875,34.776,30.356,"0604",11,4.02870137896025,1021.45350423528,"Q26",0.236367468965682,"None"
"194",3437,"B219",5,1.972,34.789,30.377,"0604",11,5.03588801343141,1021.46031985337,"Q26",0.236367468965682,"None"
"195",3444,"B220",2,13.025,32.177,29.938,"0604",6,2.01434165782838,1019.64107237628,"Q27",0.0493260144249916,"None"
"196",3445,"B220",3,13.494,32.17,29.911,"0604",6,3.02151926043428,1019.64926955121,"Q27",0.0493260144249916,"None"
"197",3446,"B220",4,13.641,32.17,29.902,"0604",6,4.02870137896025,1019.6566248621,"Q27",0.0493260144249916,"None"
"198",3447,"B220",5,13.11,32.167,29.896,"0604",6,5.03588801343141,1019.66072104389,"Q27",0.0493260144249916,"None"
"199",3449,"B221",2,4.78,31.291,26.576,"0804",9,2.01434165782838,1020.06845316011,"Q31",0.0436123085843292,"None"
"200",3450,"B221",3,4.843,31.289,26.576,"0804",9,3.02151926043428,1020.07129750736,"Q31",0.0436123085843292,"None"
"201",3451,"B221",4,4.907,31.291,26.575,"0804",9,4.02870137896025,1020.07746203445,"Q31",0.0436123085843292,"None"
"202",3452,"B221",5,4.844,31.291,26.575,"0804",9,5.03588801343141,1020.08181059551,"Q31",0.0436123085843292,"None"
"203",3457,"B222",2,2.914,34.641,26.84,"0804",18,2.01434165782838,1022.50696843566,"Q32",0.167942456203264,"None"
"204",3458,"B222",3,2.635,34.641,26.841,"0804",18,3.02151926043428,1022.51097923439,"Q32",0.167942456203264,"None"
"205",3459,"B222",4,2.619,34.641,26.842,"0804",18,4.02870137896025,1022.51498993855,"Q32",0.167942456203264,"None"
"206",3460,"B222",5,2.401,34.641,26.842,"0804",18,5.03588801343141,1022.51931832167,"Q32",0.167942456203264,"None"
"207",3474,"B223",3,2.322,34.988,27.817,"0804",44,3.02151926043428,1022.45826049113,"Q33",1.39147600324577,"None"
"208",3475,"B223",4,2.264,34.986,27.832,"0804",44,4.02870137896025,1022.45619075405,"Q33",1.39147600324577,"None"
"209",3476,"B223",5,2.449,34.984,27.823,"0804",44,5.03588801343141,1022.46193479551,"Q33",1.39147600324577,"None"
"210",3516,"B223",3,0.572,35.116,26.341,"0805",45,3.02151926043428,1023.02704124036,"Q35",0.6832737881208,"Ike"
"211",3517,"B223",4,0.684,35.117,26.344,"0805",45,4.02870137896025,1023.03118209823,"Q35",0.6832737881208,"Ike"
"212",3518,"B223",5,0.573,35.126,26.336,"0805",45,5.03588801343141,1023.0448155357,"Q35",0.6832737881208,"Ike"
"213",3559,"B217",2,0.599,35.842,26.957,"0805",40,2.01434165782838,1023.37455104015,"Q34",0.26179500225885,"Ike"
"214",3560,"B217",3,0.602,35.826,26.953,"0805",40,3.02151926043428,1023.3680943359,"Q34",0.26179500225885,"Ike"
"215",3561,"B217",4,0.607,35.835,26.956,"0805",40,4.02870137896025,1023.3782380581,"Q34",0.26179500225885,"Ike"
"216",3562,"B217",5,0.6,35.863,26.971,"0805",40,5.03588801343141,1023.39885804128,"Q34",0.26179500225885,"Ike"
"217",3598,"B222",3,1.632,34.905,26.171,"0284",19,3.02151926043428,1022.92125521032,"Q2",0.120411319410323,"Ike"
"218",3599,"B222",4,1.621,34.905,26.171,"0284",19,4.02870137896025,1022.92558832951,"Q2",0.120411319410323,"Ike"
"219",3600,"B222",5,1.635,34.905,26.173,"0284",19,5.03588801343141,1022.92929538378,"Q2",0.120411319410323,"Ike"
"220",3615,"B219",2,1.61,34.676,23.194,"0284",11,2.01434165782838,1023.64062703967,"Q1",0.0368474594758936,"Ike"
"221",3616,"B219",3,1.649,34.678,23.195,"0284",11,3.02151926043428,1023.64621778167,"Q1",0.0368474594758936,"Ike"
"222",3617,"B219",4,1.611,34.678,23.195,"0284",11,4.02870137896025,1023.65058176785,"Q1",0.0368474594758936,"Ike"
"223",3618,"B219",5,1.645,34.678,23.198,"0284",11,5.03588801343141,1023.654077389,"Q1",0.0368474594758936,"Ike"
"224",3625,"B221",2,5.167,25.214,30.704,"0291",9,2.01434165782838,1014.18343341965,"Q3",4.77627837036107,"None"
"225",3626,"B221",3,10.098,25.998,30.34,"0291",9,3.02151926043428,1014.89405121995,"Q3",4.77627837036107,"None"
"226",3627,"B221",4,13.145,27.697,30.135,"0291",9,4.02870137896025,1016.23455276332,"Q3",4.77627837036107,"None"
"227",3628,"B221",5,8.96,30.34,29.817,"0291",9,5.03588801343141,1018.32023262469,"Q3",4.77627837036107,"None"
"228",3633,"B222",2,6.028,32.931,30.27,"0291",18,2.01434165782838,1020.09273116917,"Q4",1.4914973337809,"None"
"229",3634,"B222",3,6.213,32.931,30.269,"0291",18,3.02151926043428,1020.09738191744,"Q4",1.4914973337809,"None"
"230",3635,"B222",4,6.217,32.932,30.27,"0291",18,4.02870137896025,1020.10209871239,"Q4",1.4914973337809,"None"
"231",3636,"B222",5,6.541,32.939,30.27,"0291",18,5.03588801343141,1020.11164755646,"Q4",1.4914973337809,"None"
"232",3650,"B223",2,0.594,35.461,30.11,"0291",43,2.01434165782838,1022.04277230419,"Q5",0.874522887801959,"None"
"233",3651,"B223",3,0.588,35.461,30.106,"0291",43,3.02151926043428,1022.04844161687,"Q5",0.874522887801959,"None"
"234",3652,"B223",4,0.579,35.461,30.11,"0291",43,4.02870137896025,1022.05136811025,"Q5",0.874522887801959,"None"
"235",3653,"B223",5,0.579,35.461,30.109,"0291",43,5.03588801343141,1022.05600877959,"Q5",0.874522887801959,"None"
"236",3692,"B223",1,0,34.576,27.352,"0292",44,1.00716857101695,1022.29005560245,"Q10",1.08106227461769,"None"
"237",3693,"B223",2,0,34.598,27.334,"0292",44,2.01434165782838,1022.31672405908,"Q10",1.08106227461769,"None"
"238",3694,"B223",3,0,34.688,27.393,"0292",44,3.02151926043428,1022.36980398899,"Q10",1.08106227461769,"None"
"239",3695,"B223",4,0,34.797,27.457,"0292",44,4.02870137896025,1022.43553226286,"Q10",1.08106227461769,"None"
"240",3696,"B223",5,0.193,34.918,27.538,"0292",44,5.03588801343141,1022.50475024103,"Q10",1.08106227461769,"None"
"241",3736,"B217",1,0,35.498,27.434,"0292",38,1.00716857101695,1022.95766796356,"Q6",0.319741820486229,"None"
"242",3737,"B217",2,0,35.497,27.43,"0292",38,2.01434165782838,1022.96252694297,"Q6",0.319741820486229,"None"
"243",3738,"B217",3,0.017,35.496,27.428,"0292",38,3.02151926043428,1022.96673939532,"Q6",0.319741820486229,"None"
"244",3739,"B217",4,0,35.496,27.43,"0292",38,4.02870137896025,1022.97041181803,"Q6",0.319741820486229,"None"
"245",3740,"B217",5,0,35.497,27.432,"0292",38,5.03588801343141,1022.97483700431,"Q6",0.319741820486229,"None"
"246",3774,"B222",2,0,34.183,26.677,"0292",19,2.01434165782838,1022.21361712938,"Q9",0.459524217023045,"None"
"247",3775,"B222",3,0,34.185,26.692,"0292",19,3.02151926043428,1022.21471618874,"Q9",0.459524217023045,"None"
"248",3776,"B222",4,0,34.183,26.69,"0292",19,4.02870137896025,1022.21817400769,"Q9",0.459524217023045,"None"
"249",3777,"B222",5,0,34.188,26.648,"0292",19,5.03588801343141,1022.23953990908,"Q9",0.459524217023045,"None"
"250",3792,"B219",2,1.057,29.943,25.7,"0292",10,2.01434165782838,1019.32331670469,"Q8",1.57482962079098,"None"
"251",3793,"B219",3,0.971,30.117,25.733,"0292",10,3.02151926043428,1019.44865402152,"Q8",1.57482962079098,"None"
"252",3794,"B219",4,0.693,30.254,25.771,"0292",10,4.02870137896025,1019.54460454016,"Q8",1.57482962079098,"None"
"253",3795,"B219",5,0.732,30.57,25.827,"0292",10,5.03588801343141,1019.76980230749,"Q8",1.57482962079098,"None"
"254",3801,"B218",2,0.642,33.639,26.443,"0292",20,2.01434165782838,1021.87746371814,"Q7",0.696233982289073,"None"
"255",3802,"B218",3,0.791,33.638,26.438,"0292",20,3.02151926043428,1021.88261504085,"Q7",0.696233982289073,"None"
"256",3803,"B218",4,0.657,33.639,26.438,"0292",20,4.02870137896025,1021.88770575033,"Q7",0.696233982289073,"None"
"257",3804,"B218",5,0.679,33.645,26.448,"0292",20,5.03588801343141,1021.89342803006,"Q7",0.696233982289073,"None"
"258",3820,"B223",4,0.092,36.352,27.702,"0301",44,4.02870137896025,1023.52658351376,"Q17",0.227097041844104,"None"
"259",3821,"B223",5,0.091,36.352,27.703,"0301",44,5.03588801343141,1023.53056926278,"Q17",0.227097041844104,"None"
"260",3861,"B222",3,0.597,36.25,27.001,"0301",18,3.02151926043428,1023.67228037139,"Q16",0.0597455210752287,"None"
"261",3862,"B222",4,0.594,36.25,27.005,"0301",18,4.02870137896025,1023.67531518606,"Q16",0.0597455210752287,"None"
"262",3863,"B222",5,0.603,36.25,27.005,"0301",18,5.03588801343141,1023.67963370712,"Q16",0.0597455210752287,"None"
"263",3877,"B217",4,0.116,36.347,27.64,"0301",39,4.02870137896025,1023.54303430513,"Q11",0.17397378335852,"None"
"264",3878,"B217",5,0.134,36.347,27.641,"0301",39,5.03588801343141,1023.54702106493,"Q11",0.17397378335852,"None"
"265",3913,"B218",4,0.537,36.265,27.192,"0301",20,4.02870137896025,1023.62646614698,"Q12",0.0683099916954006,"None"
"266",3914,"B218",5,0.54,36.265,27.191,"0301",20,5.03588801343141,1023.63110536567,"Q12",0.0683099916954006,"None"
"267",3930,"B221",3,2.164,32.887,25.782,"0301",9,3.02151926043428,1021.5203199083,"Q15",0.0486983522760056,"None"
"268",3931,"B221",4,2.703,32.893,25.782,"0301",9,4.02870137896025,1021.5291904141,"Q15",0.0486983522760056,"None"
"269",3932,"B221",5,2.592,32.892,25.783,"0301",9,5.03588801343141,1021.53247656505,"Q15",0.0486983522760056,"None"
"270",3937,"B219",4,1.469,35.113,26.12,"0301",10,4.02870137896025,1023.09843642233,"Q13",0.0203598741636597,"None"
"271",3938,"B219",5,1.476,35.113,26.127,"0301",10,5.03588801343141,1023.10057861635,"Q13",0.0203598741636597,"None"
"272",3944,"B220",3,2.789,29.569,25.337,"0301",6,3.02151926043428,1019.15547210298,"Q14",0.0408991108899954,"None"
"273",3945,"B220",4,2.83,29.565,25.319,"0301",6,4.02870137896025,1019.16222188929,"Q14",0.0408991108899954,"None"
"274",3946,"B220",5,2.629,29.552,25.238,"0301",6,5.03588801343141,1019.18103428677,"Q14",0.0408991108899954,"None"
"275",3948,"B217",2,0.281,36.595,29.504,"0904",39,2.01434165782838,1023.10052869071,"Q36",1.60855864382347,"None"
"276",3949,"B217",3,0.29,36.592,29.496,"0904",39,3.02151926043428,1023.10529036646,"Q36",1.60855864382347,"None"
"277",3950,"B217",4,0.294,36.592,29.487,"0904",39,4.02870137896025,1023.11264420002,"Q36",1.60855864382347,"None"
"278",3951,"B217",5,0.289,36.592,29.482,"0904",39,5.03588801343141,1023.11863908962,"Q36",1.60855864382347,"None"
"279",3986,"B218",2,0.231,36.676,30.03,"0904",20,2.01434165782838,1022.98160006036,"Q37",0.0773736812633388,"None"
"280",3987,"B218",3,0.22,36.676,30.03,"0904",20,3.02151926043428,1022.98589246902,"Q37",0.0773736812633388,"None"
"281",3988,"B218",4,0.216,36.676,30.023,"0904",20,4.02870137896025,1022.99259018837,"Q37",0.0773736812633388,"None"
"282",3989,"B218",5,0.216,36.675,30.031,"0904",20,5.03588801343141,1022.99338302053,"Q37",0.0773736812633388,"None"
"283",4005,"B222",1,0.344,36.703,29.942,"0904",19,1.00716857101695,1023.02778336029,"Q40",0.0728015063591556,"None"
"284",4006,"B222",2,0.379,36.702,29.97,"0904",19,2.01434165782838,1023.02171803742,"Q40",0.0728015063591556,"None"
"285",4007,"B222",3,0.375,36.703,29.959,"0904",19,3.02151926043428,1023.0305364873,"Q40",0.0728015063591556,"None"
"286",4008,"B222",4,0.38,36.703,29.955,"0904",19,4.02870137896025,1023.03620183819,"Q40",0.0728015063591556,"None"
"287",4009,"B222",5,0.363,36.703,29.95,"0904",19,5.03588801343141,1023.04221018254,"Q40",0.0728015063591556,"None"
"288",4024,"B223",1,0.141,36.612,29.379,"0904",45,1.00716857101695,1023.15141370517,"Q41",1.59069742237398,"None"
"289",4025,"B223",2,0.133,36.612,29.382,"0904",45,2.01434165782838,1023.15469465599,"Q41",1.59069742237398,"None"
"290",4026,"B223",3,0.138,36.612,29.38,"0904",45,3.02151926043428,1023.15966997325,"Q41",1.59069742237398,"None"
"291",4027,"B223",4,0.154,36.612,29.377,"0904",45,4.02870137896025,1023.16498410366,"Q41",1.59069742237398,"None"
"292",4028,"B223",5,0.173,36.612,29.376,"0904",45,5.03588801343141,1023.16962040595,"Q41",1.59069742237398,"None"
"293",4069,"B221",2,9.426,31.836,30.035,"0904",9,2.01434165782838,1019.35306327936,"Q39",1.13604943460678,"None"
"294",4070,"B221",3,10.062,31.273,29.992,"0904",9,3.02151926043428,1018.95066349002,"Q39",1.13604943460678,"None"
"295",4071,"B221",4,9.632,32.008,30.027,"0904",9,4.02870137896025,1019.49311736407,"Q39",1.13604943460678,"None"
"296",4072,"B221",5,8.255,32.438,30.045,"0904",9,5.03588801343141,1019.81317029484,"Q39",1.13604943460678,"None"
"297",4077,"B219",2,4.673,35.502,30.013,"0904",10,2.01434165782838,1022.10674082459,"Q38",0.0775803801917618,"None"
"298",4078,"B219",3,4.87,35.497,29.99,"0904",10,3.02151926043428,1022.11515845302,"Q38",0.0775803801917618,"None"
"299",4079,"B219",4,4.989,35.493,29.984,"0904",10,4.02870137896025,1022.11850942926,"Q38",0.0775803801917618,"None"
"300",4080,"B219",5,5.002,35.491,29.977,"0904",10,5.03588801343141,1022.12370196448,"Q38",0.0775803801917618,"None"
"301",4086,"B221",2,3.0129,22.8486,31.1248,"1606",8,2.01434165782838,1012.28119821862,"Q46",8.03914063616344,"None"
"302",4087,"B221",3,2.6029,25.7126,30.7692,"1606",8,3.02151926043428,1014.53734021648,"Q46",8.03914063616344,"None"
"303",4088,"B221",4,2.0428,29.1081,30.3663,"1606",8,4.02870137896025,1017.21047799781,"Q46",8.03914063616344,"None"
"304",4089,"B221",5,1.338,32.8847,29.8801,"1606",8,5.03588801343141,1020.20346850639,"Q46",8.03914063616344,"None"
"305",4093,"B222",2,0.2327,33.0729,30.1251,"1606",18,2.01434165782838,1020.24833236347,"Q47",0.820695819434945,"None"
"306",4094,"B222",3,0.2228,33.0723,30.1426,"1606",18,3.02151926043428,1020.2462367315,"Q47",0.820695819434945,"None"
"307",4095,"B222",4,0.2156,33.0715,30.1187,"1606",18,4.02870137896025,1020.25808170562,"Q47",0.820695819434945,"None"
"308",4096,"B222",5,0.2205,33.0791,30.1305,"1606",18,5.03588801343141,1020.26406606228,"Q47",0.820695819434945,"None"
"309",4110,"B223",2,0.1923,36.2399,29.9769,"1606",45,2.01434165782838,1022.67259782548,"Q48",2.20785842870771,"None"
"310",4111,"B223",3,0.1884,36.2385,29.9737,"1606",45,3.02151926043428,1022.67693926313,"Q48",2.20785842870771,"None"
"311",4112,"B223",4,0.1922,36.2384,29.9734,"1606",45,4.02870137896025,1022.68126201043,"Q48",2.20785842870771,"None"
"312",4113,"B223",5,0.1891,36.2421,29.9743,"1606",45,5.03588801343141,1022.68802438939,"Q48",2.20785842870771,"None"
"313",4154,"B217",2,0.168,36.3686,30.3572,"1606",39,2.01434165782838,1022.63823518718,"Q42",1.29918016386796,"None"
"314",4155,"B217",3,0.1663,36.3687,30.3637,"1606",39,3.02151926043428,1022.64035496384,"Q42",1.29918016386796,"None"
"315",4156,"B217",4,0.1697,36.3673,30.3458,"1606",39,4.02870137896025,1022.64978335255,"Q42",1.29918016386796,"None"
"316",4157,"B217",5,0.1675,36.3686,30.3358,"1606",39,5.03588801343141,1022.65850516386,"Q42",1.29918016386796,"None"
"317",4192,"B218",2,0.1917,34.4333,29.9697,"1606",20,2.01434165782838,1021.32032520729,"Q43",1.29420593022235,"None"
"318",4193,"B218",3,0.1966,34.4351,29.964,"1606",20,3.02151926043428,1021.32792028081,"Q43",1.29420593022235,"None"
"319",4194,"B218",4,0.2033,34.4357,29.9623,"1606",20,4.02870137896025,1021.33325320966,"Q43",1.29420593022235,"None"
"320",4195,"B218",5,0.2027,34.4388,29.9572,"1606",20,5.03588801343141,1021.34161794121,"Q43",1.29420593022235,"None"
"321",4211,"B219",2,0.3158,33.2573,30.5095,"1606",10,2.01434165782838,1020.25498183596,"Q44",0.00984787274683185,"None"
"322",4212,"B219",3,0.3083,33.263,30.4807,"1606",10,3.02151926043428,1020.27343762312,"Q44",0.00984787274683185,"None"
"323",4213,"B219",4,0.3466,33.264,30.4745,"1606",10,4.02870137896025,1020.28061934712,"Q44",0.00984787274683185,"None"
"324",4214,"B219",5,0.3408,33.2584,30.5034,"1606",10,5.03588801343141,1020.27081732997,"Q44",0.00984787274683185,"None"
"325",4220,"B220",1,10.1867,20.8998,31.2986,"1606",6,1.00716857101695,1010.76972113905,"Q45",4.87951880576543,"None"
"326",4221,"B220",2,10.0558,20.7555,31.3437,"1606",6,2.01434165782838,1010.65173518198,"Q45",4.87951880576543,"None"
"327",4222,"B220",3,9.5809,21.2884,31.18,"1606",6,3.02151926043428,1011.10700292006,"Q45",4.87951880576543,"None"
"328",4223,"B220",4,5.2403,25.92,30.363,"1606",6,4.02870137896025,1014.83255088395,"Q45",4.87951880576543,"None"
"329",4224,"B220",5,3.3051,26.933,30.2844,"1606",6,5.03588801343141,1015.61873269085,"Q45",4.87951880576543,"None"
