"cruise","seamap","storm","lat","lon","depth","salinity","temp","pressure","density","strat","fluoro","depth.fluoro"
"0284","B219","Ike",28.9932,-94.5263,3.5,34.6775,23.1955,3.52511257766358,1023.64787599455,0.0368474594758936,1.647,4
"0284","B222","Ike",28.4582,-95.0097,4,34.905,26.1716666666667,4.02870288427531,1022.9253796412,0.120411319410323,NA,NA
"0805","B217","Ike",27.986,-94.4988,3.5,35.8415,26.95925,3.52511257766358,1023.37993536886,0.26179500225885,NA,NA
"0805","B223","Ike",27.9987,-95.0145,4,35.1196666666667,26.3403333333333,4.02870288427531,1023.03434629143,0.6832737881208,NA,NA
